X,Z,Y,Degree
-0.00023221947353885448, 0.00019646111479433188, -0.0019784660682924914, 90.48903833203428
-0.00031217214170041897, 0.00036483110369587386, -0.0013051568275274407, 90.96267383019557
-0.0003741911387763727, 0.0007675935257538903, -0.0008713405236318861, 91.10716367516
-0.0004129865159975637, 0.0014214458889236475, -0.0005897031640982476, 90.81849887211195
-0.00043934820686726013, 0.002122412469761398, -0.00041000772287508487, 90.50787829069122
-0.0004579093632185641, 0.0028560798994377128, -0.00028658996354459336, 90.20422078600876
-0.00047231700737042375, 0.0036359300650579494, -0.0002078909558356542, 89.8804208962253
-0.0004860293421070027, 0.004461966385949169, -0.00015779709242115698, 89.53644376126617
-0.000501575819824024, 0.005334169959532371, -0.00012601585898566227, 89.17226130657481
-0.0005195254857665607, 0.006252503477913475, -0.00010596326738244316, 88.78786179560272
-0.0005413773013919368, 0.007216912778044398, -9.342822944646313e-05, 88.38324258855381
-0.0005729464848742835, 0.008227326911164583, -8.571769797339861e-05, 87.95840514661187
-0.0006143838667000538, 0.009283657459006268, -8.110852149662527e-05, 87.51331555495022
-0.0006669148720891972, 0.010385797293278936, -7.849828901501307e-05, 87.04798755598111
-0.0007310714751731062, 0.011533618452974508, -7.718129803960076e-05, 86.56244920332573
-0.0008078971973091084, 0.012726970472721111, -7.670369795399756e-05, 86.05670285447947
-0.0008987305719221588, 0.01396567874794141, -7.677686794905526e-05, 85.53074856593314
-0.0010049426113777067, 0.015249546958516665, -7.722162186898744e-05, 84.9845716275143
-0.0011278302404077619, 0.016578350159825474, -7.792285239107376e-05, 84.41818128736097
-0.0012687689101443644, 0.017951829804689536, -7.879398253671406e-05, 83.83158121161404
-0.001429186890152121, 0.019369693548517964, -7.978661997900746e-05, 83.22477422605488
-0.0016105604878222325, 0.020831612782735605, -8.086963165117485e-05, 82.59776216803043
-0.0018144078108320442, 0.02233722063950011, -8.202298230482186e-05, 81.95054594793261
-0.0020422813952571815, 0.023886110301516383, -8.32340384976215e-05, 81.28312592950606
-0.002295709520973381, 0.025477843513911556, -8.450424573103535e-05, 80.59549478727538
-0.002576249461743011, 0.027111964171865864, -8.582778288194169e-05, 79.8876120544568
-0.0028855781797614485, 0.028788068405991026, -8.71898201107689e-05, 79.15920329525822
-0.003225430264239437, 0.03050552482745802, -8.858842684587344e-05, 78.41033461240531
-0.0035975775240639518, 0.032263603815985024, -9.002206311378887e-05, 77.64115457747718
-0.004003819002087421, 0.03406154945597684, -9.148946711951857e-05, 76.85174931139606
-0.004445970326159051, 0.03589856328831046, -9.298988801397998e-05, 76.04217308549138
-0.0049257878455252905, 0.03777382739570738, -9.453540053861245e-05, 75.21243425571876
-0.005445050222407775, 0.03968646096387774, -9.612209860304644e-05, 74.36256574162093
-0.006005654657983639, 0.04163549452930269, -9.773810580822329e-05, 73.49257893788027
-0.00660953555910199, 0.043619888987437114, -9.938337777533335e-05, 72.60247154183455
-0.007258654959990741, 0.045638529311632106, -0.00010105766400299483, 71.69223529954908
-0.007954990769602373, 0.047690223290746535, -0.0001027604627302, 70.76185743595006
-0.008700525133847968, 0.04977370116073403, -0.00010449166211737651, 69.81132261330596
-0.00949723423321505, 0.051887623966078565, -0.00010625199687059987, 68.8405985443956
-0.010347022628413674, 0.05403063312063374, -0.0001080500020676535, 67.84957706803914
-0.011251784801317508, 0.05620124244252974, -0.00010988303581408072, 66.83827510008685
-0.012213515577841092, 0.05839783923828376, -0.00011173854797248868, 65.80668310357999
-0.01323422870901324, 0.06061870552598978, -0.0001136158401391224, 64.75479308564306
-0.014315947742907672, 0.06286201545351186, -0.00011551478903134953, 63.68259736808309
-0.015460692831239416, 0.06512583525566329, -0.0001174348612495938, 62.590087503631416
-0.016670465449149557, 0.06740812516726762, -0.00011937484713033311, 61.477254439010075
-0.01794723354821345, 0.06970674230231177, -0.00012133341598602812, 60.34409017388773
-0.01929291954683333, 0.07201944317961008, -0.0001233097908228016, 59.19059003525901
-0.020709366292715883, 0.07434388448755545, -0.000125303725950366, 58.016726375026856
-0.022198375474299148, 0.07667762051676871, -0.0001273146365360807, 56.82248776168975
-0.023761713274522953, 0.07901809873667129, -0.00012934056865276933, 55.60788518865511
-0.025401094925331272, 0.0813626526356842, -0.0001313779655982908, 54.37293209051093
-0.02711818972911945, 0.08370849299417037, -0.00013342255361475583, 53.11764509664621
-0.02891462309045832, 0.0860526996529772, -0.00013547071906798262, 51.842044628341775
-0.030791973607006234, 0.08839221567861559, -0.000137520299951982, 50.546154169644765
-0.03275176434992605, 0.0907238454731039, -0.00013957017610348454, 49.22999768440287
-0.03479544880024393, 0.09304425759311992, -0.00014161903934454406, 47.89359607357923
-0.0369243931579754, 0.09534999199432763, -0.00014366440663707639, 46.53696452194109
-0.03913985758718991, 0.09763747035270894, -0.0001457027171878275, 45.16011213459895
-0.041442979184461826, 0.09990300730772919, -0.00014773041434101505, 43.763043659108824
-0.04383475899639024, 0.10214282014665955, -0.00014974505916928553, 42.345761596256025
-0.046316054373146585, 0.10435303472460905, -0.00015174548401831675, 40.90826682444425
-0.0488875765872304, 0.10652968626863801, -0.00015373079767901435, 39.45055708745224
-0.051550628087813945, 0.10866871408003106, -0.00015569870449495815, 37.97261309471857
-0.05430577886301721, 0.11076594689562452, -0.0001576454829756626, 36.47439392162406
-0.0571526535589426, 0.11281710532875003, -0.00015956650365697364, 34.95587249900607
-0.06009141651973463, 0.11481779177674646, -0.0001614564867740715, 33.41701396326253
-0.063122084861432, 0.11676348499665433, -0.00016331067917268842, 31.85777182898347
-0.06624451673698725, 0.11864954200472323, -0.0001651250665426398, 30.27808687950818
-0.06945839556418706, 0.12047120688256302, -0.00016689596802778837, 28.67788620773319
-0.07276321216473448, 0.12222362566046063, -0.00016861966100073164, 27.057083548089338
-0.07615824582608055, 0.12390186820092897, -0.0001702920883337334, 25.415575297334097
-0.07964249407601671, 0.12550107735780303, -0.00017191771080213997, 23.75317411797123
-0.08321472808458635, 0.12701633704313203, -0.00017349458518706173, 22.069901749612306
-0.08687357701525603, 0.12844249132140084, -0.00017500664983626998, 20.365642605422973
-0.09061743359876949, 0.12977430560787567, -0.00017645047617433247, 18.640266121347164
-0.09444443748163936, 0.1310064936304082, -0.00017782246751014107, 16.893623448046995
-0.09835246212442073, 0.13213375449120154, -0.0001791181468599936, 15.125524472932792
-0.10233010897529263, 0.13315096897868614, -0.00018034859056285935, 13.335557934862829
-0.1063821133025074, 0.13405298132087923, -0.00018150090135815936, 11.523500165420336
-0.11050519014534106, 0.134834408012503, -0.00018256288907013592, 9.688914210935609
-0.11469563551452132, 0.1354898161962458, -0.0001835316302408567, 7.831141024783472
-0.11894924255033035, 0.13601373673581274, -0.00018440451144896564, 5.9491564498519365
-0.12326651957395589, 0.13640113665067743, -0.00018517759158398137, 4.052192318174351
-0.12764757086848927, 0.13664844579761842, -0.0001858461669814477, 2.1495694830893433
-0.13208054863524502, 0.13675098899615912, -0.00018641604123305344, 0.2270532711913812
-0.13656059085776, 0.13670323783503865, -0.00018685703008488805, 358.2846116797464
-0.14108250455579766, 0.13650200863940434, -0.00018717487952931225, 356.3220864091846
-0.1456407890603603, 0.13614180634757103, -0.00018738622195580389, 354.3393290259384
-0.15022960001441943, 0.13561651757794368, -0.0001871371929081482, 352.33672561138815
-0.15479700768296253, 0.13492886538266605, -0.000186479852091824, 350.3348185184385
-0.15929192947402768, 0.13409470183501113, -0.00018574493478934646, 348.3543714000637
-0.16370991224001072, 0.13311623681600873, -0.00018490154440594687, 346.39540950660137
-0.1680469308812931, 0.13199953167635473, -0.0001839360462800154, 344.45761276914004
-0.17229931441923813, 0.13075054208778816, -0.00018284685945937386, 342.54059641957195
-0.176463707418163, 0.12937515982273892, -0.00018164005824542785, 340.64401497860473
-0.18053705194802866, 0.12787924168897827, -0.00018032512131992487, 338.76759984711094
-0.1845165800074037, 0.126268624394708, -0.00017891208857863904, 336.9111629812294
-0.1883998087700822, 0.12454913322997742, -0.0001773659260667134, 335.074587664965
-0.19218453992965107, 0.12272658156551619, -0.0001756228672915531, 333.2578149008881
-0.19586886083386268, 0.12080674722872684, -0.00017373414914858588, 331.4608248781736
-0.19945113254460856, 0.11879536609241892, -0.00017173448948323844, 329.6836275338757
-0.20292998426056633, 0.11669812277826716, -0.00016964728236335685, 327.92625435409883
-0.20630430684696457, 0.11452064067184102, -0.00016748855937549247, 326.1887516807702
-0.20957324560728552, 0.11226847183998488, -0.00016526968767654332, 324.4711752074718
-0.21273619240652453, 0.10994708715785237, -0.0001629991572068626, 322.7735853510325
-0.2157927772064497, 0.10756186680863998, -0.00016068372394950278, 321.0960432945676
-0.21874285904240834, 0.1051180912631058, -0.00015832910970058067, 319.4386076104898
-0.22158651646447555, 0.10262093283157171, -0.00015594040642100127, 317.8013314502741
-0.22432403745509208, 0.1000736122822203, -0.00015352179804493764, 316.1842570210836
-0.22695590842334828, 0.09748108191535441, -0.00015107538693646602, 314.58739420852044
-0.22948280283468037, 0.09484999710547451, -0.0001486080819912694, 313.0107704487504
-0.23190556947998256, 0.09218501925498915, -0.00014612337049614392, 311.4544035863387
-0.23422533526985756, 0.08949076582861822, -0.0001436202850486814, 309.9182538943675
-0.23644316124109618, 0.08677152572826327, -0.00014111408207154522, 308.4024455957803
-0.23856029831884792, 0.08403147964300692, -0.00013860186932644972, 306.9068568272034
-0.24057821595728443, 0.08127474365585485, -0.00013608406477463864, 305.4314867435393
-0.24249858698816845, 0.07850533789514783, -0.00013356206665946294, 303.9762879318748
-0.24432302865732136, 0.0757270181710721, -0.0001310432792870006, 302.5413376584284
-0.24605325888278226, 0.07294339015889972, -0.00012853218877749775, 301.12652646020774
-0.24769125228837902, 0.07015802402161218, -0.00012602497608246374, 299.73181477751
-0.24923893159723098, 0.06737426153816757, -0.00012352552129100795, 298.35726696223355
-0.2506983315095583, 0.06459531767044493, -0.00012104191883483863, 297.0027714047799
-0.25207154329161285, 0.06182426784100649, -0.00011856814210038993, 295.66839420707055
-0.25336072933702686, 0.0590640495843604, -0.00011611553347327247, 294.3540482794559
-0.2545681025243526, 0.056317466570305896, -0.0001136765611909462, 293.05980247079776
-0.2556959225821226, 0.05358718603639891, -0.00011126337970198893, 291.7855901537392
-0.25674649208804007, 0.05087574578167562, -0.0001088678493543424, 290.53148469537393
-0.25772214296528534, 0.048187267301948625, -0.00010650213329331353, 289.29737336380117
-0.2586252370036521, 0.04552403900405145, -0.00010416088158473301, 288.0832630687632
-0.2594581483913122, 0.04288646860745803, -0.00010185253494875146, 286.8890930595043
-0.26022327822709074, 0.04027657568871762, -9.956877192424454e-05, 285.7149610464816
-0.2609230293781087, 0.03769626128461596, -9.732083266989627e-05, 284.56080718907725
-0.26155982413511497, 0.035147306940678094, -9.510033111604331e-05, 283.4267352566388
-0.2621360741322354, 0.03263138570160038, -9.291815651002629e-05, 282.31268941845855
-0.26265420465482825, 0.030150047044568293, -9.07657151139607e-05, 281.21878869266857
-0.2631166186349211, 0.0277047439411037, -8.865382100345029e-05, 280.1449874958647
-0.26352572880155944, 0.02529679427719051, -8.657343329651623e-05, 279.0914425393366
-0.26388391518087634, 0.02292742065494962, -8.453562388133565e-05, 278.05816410198577
