X,Y,Z,Degree
-0.00013921970531551617, 0.0026250921761201054, -0.001972436068510325, 92.58477531972083
-0.00014687038729726604, 0.0026334167597008764, -0.0010199115536309346, 92.55599555554723
-0.0002955091842976685, 0.002715526950158842, -0.0006763158069103305, 92.60666531257033
-0.0003931519943044809, 0.002796546000471031, -0.0004568300368202414, 92.63656311424404
-0.00045741458144046935, 0.002876855097257661, -0.0003162963931156188, 92.65310664604804
-0.0004999986013166381, 0.002956714714149978, -0.0002263495155238552, 92.66102105780601
-0.0005285769833805535, 0.0030362846410513615, -0.0001687871069056754, 92.66342490989209
-0.0005481352069403814, 0.003115666034422827, -0.0001319626049729218, 92.66231012364955
-0.0005618495606925049, 0.003194925641527322, -0.00010841948438810277, 92.65896625555987
-0.0005677303695947718, 0.0032741043877084985, -9.337659292656814e-05, 92.65423613347983
-0.0005696934556509662, 0.0033532256382311416, -8.377367177685342e-05, 92.6486307839072
-0.0005723552448903758, 0.0034323061575948317, -7.765173971712586e-05, 92.64247124985908
-0.0005754607473486969, 0.003511357135441498, -7.375721665844014e-05, 92.63596075352292
-0.0005788465029086942, 0.00359038575818972, -7.12879451480776e-05, 92.62922803755978
-0.0005824078492042885, 0.0036693966428449575, -6.973063268020212e-05, 92.62235466300076
-0.0005860778029220874, 0.003748392756327299, -6.875683750671296e-05, 92.61539229958497
-0.0005897616888526837, 0.0038273760052788337, -6.815638770610137e-05, 92.60837853004959
-0.0005934080794507143, 0.003906347607928447, -6.779480820347239e-05, 92.6013376127709
-0.0005970260972482966, 0.003985308341607558, -6.758606858889814e-05, 92.5942804749844
-0.0006006222686977012, 0.004064258705921329, -6.747512258633605e-05, 92.58721366589637
-0.0006042007775773163, 0.0041431990220370555, -6.742674881380327e-05, 92.58014125506048
-0.0006077643062987951, 0.0042221294964193265, -6.741841081678301e-05, 92.57306575393531
-0.0006113145750941006, 0.004301050261799676, -6.74356885532433e-05, 92.56598869724539
-0.0006148526875712727, 0.004379961403510738, -6.746935524157803e-05, 92.5589110094017
-0.0006183790157737787, 0.004458860740210228, -6.753161381512635e-05, 92.55183090453255
-0.0006218920581190114, 0.004537751800369698, -6.759398739913242e-05, 92.54475157408599
-0.0006253928619239145, 0.00461663415803646, -6.765054165419788e-05, 92.53767429405238
-0.0006288833384426563, 0.004695507896919366, -6.771085617905681e-05, 92.53059799522454
-0.0006323652787807262, 0.004774372891771143, -6.775841247659217e-05, 92.52352465335753
-0.0006358391298839312, 0.004853227717280042, -6.776968926289033e-05, 92.5164507190905
-0.000639303523276812, 0.004932072185118773, -6.784389887320649e-05, 92.50937508036476
-0.0006427573665094331, 0.005010907224049069, -6.791309712239277e-05, 92.50230006921281
-0.0006462008030293632, 0.005089732819970805, -6.797931855947667e-05, 92.49522558036224
-0.0006496339246811841, 0.005168548961947841, -6.804388528869679e-05, 92.48815154256057
-0.0006530567906652703, 0.005247355643511748, -6.810754200795022e-05, 92.48107790480094
-0.00065646943955217, 0.005326152860852816, -6.817070577965108e-05, 92.47400462784266
-0.0006598718968248581, 0.005404940611728098, -6.823360867055234e-05, 92.46693168016752
-0.0006632641796644777, 0.005483718894831104, -6.829637790300817e-05, 92.45985903579663
-0.0006666462999780554, 0.005562487709413958, -6.835908167973116e-05, 92.45278667295355
-0.0006700182663270834, 0.005641247055061268, -6.842175535695313e-05, 92.44571457318166
-0.0006733800851443708, 0.00571999693155466, -6.848441632433672e-05, 92.43864272071791
-0.000676731761508231, 0.005798737338791651, -6.85470723840783e-05, 92.43157110203101
-0.0006800732996363178, 0.005877468276738725, -6.860972641133979e-05, 92.42449970545937
-0.0006834047031936552, 0.005956189745401662, -6.867237889188367e-05, 92.41742852092499
-0.0006867259754930934, 0.006034901744810039, -6.873502926911523e-05, 92.41035753970118
-0.0006900367875705287, 0.006113602069891464, -6.881576113482342e-05, 92.40328474272046
-0.0006933351958060081, 0.006192294189227188, -6.889004074791573e-05, 92.39621270496666
-0.0006966219680116423, 0.006270977620113341, -6.89542435028459e-05, 92.38914223607031
-0.0006998988286407169, 0.006349652430276152, -6.901911131583852e-05, 92.38207228037847
-0.0007031674435650714, 0.006428318490997138, -6.906887378568816e-05, 92.37500472133243
-0.0007064281634410667, 0.006506974406039914, -6.908146523766819e-05, 92.36793625236757
-0.0007096795506611174, 0.006585619989294796, -6.915753475060689e-05, 92.36086612841099
-0.0007129204781621685, 0.006664256154377074, -6.922775990243595e-05, 92.35379634007329
-0.0007161510778322764, 0.006742882883616424, -6.929451887894081e-05, 92.34672680842553
-0.0007193714339493782, 0.0068215001638312015, -6.935933603528267e-05, 92.3396574904574
-0.0007225816007524137, 0.006900107987149772, -6.942307410981105e-05, 92.3325883618256
-0.0007257816134913471, 0.006978706348884537, -6.948622024157726e-05, 92.32551940807589
-0.0007289714954122247, 0.007057295246260927, -6.954904756537039e-05, 92.31845062024654
-0.0007321512621742132, 0.007135874677653359, -6.961170739296953e-05, 92.31138199256017
-0.0007353209246406112, 0.007214444642125464, -6.967428204333707e-05, 92.30431352115254
-0.000738480490644525, 0.007293005139153534, -6.97368151240229e-05, 92.29724520334553
-0.000741629966104373, 0.007371556168459859, -6.979932883069417e-05, 92.29017703721517
-0.0007447693557282921, 0.007450097729913075, -6.986183375136575e-05, 92.28310902133111
-0.0007478986634602997, 0.007528629823468471, -6.992433436817796e-05, 92.27604115459187
-0.0007510178927595705, 0.007607152449132383, -6.998683208963609e-05, 92.26897343612364
-0.0007541270467819633, 0.007685665606941274, -7.004932688694544e-05, 92.2619058652114
