X,Y,Z,Degree
-0.0002193380159124592, -0.0005149858302998444, -0.0019743185571615435, 91.41130769947438
-0.00027302318165735784, -0.00015548598342295485, -0.0013029849760128921, 92.40394399672073
-0.000325202063448212, 0.00011366118919053308, -0.0008697108481417609, 95.11993808679381
-0.00036309794781815924, -3.685185366690914e-05, -0.0005877347345437916, 98.68260790904571
-0.00036309550133413286, -0.0001105388897063732, -0.00040295699562639675, 102.08697054278122
-0.0003418673266239884, -0.00010840224586438118, -0.0002812986185899615, 105.3318641666387
-0.000328086524549047, -0.00010693833660492678, -0.00020361869121892154, 108.57371317003145
-0.00031968647871524373, -0.00010594119483926056, -0.0001540298450333974, 111.8130986214588
-0.0003161281995071916, -0.00010513504738875095, -0.00012237418018388145, 115.05052492674628
-0.00031806090412602736, -0.00010437926209389991, -0.00010217222954489284, 118.286385681361
-0.00031877957066114425, -0.00010362110951710581, -8.928858071431504e-05, 121.52116537151386
-0.00031950395692081, -0.00010398948342769261, -8.107233226437027e-05, 124.75793940045202
-0.00032033566830091937, -0.00010531173643168805, -7.583402801494832e-05, 127.9964487521622
-0.000321222074772695, -0.0001070374244491739, -7.24949547929836e-05, 131.23565226929637
-0.0003221245070492363, -0.0001088770802989058, -7.03668522483731e-05, 134.47499418151753
-0.00032301421095373933, -0.00011068291571546791, -6.901069896428531e-05, 137.7141793116037
-0.00032386913548093307, -0.0001123846804383832, -6.814659933498252e-05, 140.95305316829396
-0.0003246737954995638, -0.00011395288827857813, -6.75959859456083e-05, 144.1915369633894
-0.00032541671035497295, -0.00011538063495626492, -6.724512453160948e-05, 147.42959233775423
-0.0003260892587515868, -0.00011667298857025873, -6.702154195018829e-05, 150.6672022471776
-0.0003266847211834617, -0.00011784267359793695, -6.687901916318031e-05, 153.9043601161875
-0.0003271924515432762, -0.0001189212669533959, -6.678851629744742e-05, 157.1410633369609
-0.00032759487319893504, -0.00011996871623918396, -6.673190007479637e-05, 160.377312191869
-0.00032787590284550684, -0.0001210658485571435, -6.669724378258711e-05, 163.61310895474475
-0.00032802923240488714, -0.000122300430516065, -6.667632602645225e-05, 166.84845703782588
-0.00032806316536480667, -0.00012375060865438088, -6.666333470739007e-05, 170.08336009864183
-0.0003280007315240941, -0.0001254697878167226, -6.665434573043666e-05, 173.31782130053458
-0.000327875338801039, -0.0001274768366483626, -6.66470956782652e-05, 176.5518429994127
-0.00032772361768904784, -0.0001297542467725097, -6.66406703278867e-05, 179.78542684370942
-0.0003275779126553813, -0.00012908766150488608, -6.663727472611645e-05, 183.01859112506864
-0.00033931138796312307, -0.00012860852161850525, -6.663653528947606e-05, 186.2754040154319
-0.0003574079434989193, -0.00012876782144754528, -6.663641355732046e-05, 189.54486910395963
-0.0003704747209535599, -0.00012873739830628061, -6.663779241352849e-05, 192.80391274601786
-0.0003806075210831534, -0.00012873593660617193, -6.664051221788765e-05, 196.0566788720606
-0.0003889258810085819, -0.00012897022031397204, -6.664213940409461e-05, 199.30529854733393
-0.00039610306751510264, -0.0001296006635112066, -6.663946964956952e-05, 202.5509685720269
-0.0004025797153622401, -0.00013070923096072335, -6.663072518782627e-05, 205.79442175438263
-0.0004086015252302924, -0.00013224473733737093, -6.661503339570364e-05, 209.03615924972715
-0.0004141341387287137, -0.00013373928030124986, -6.662134167766641e-05, 212.27651927266925
-0.0004192405873935339, -0.00013507046650396395, -6.662587667326074e-05, 215.5157152054647
-0.00042400535044469304, -0.00013626336116770942, -6.66279516970316e-05, 218.75392021807178
-0.00042853085836336324, -0.00013738290748238432, -6.662712504910094e-05, 221.9912681843557
-0.0004329389825570962, -0.00013851159416954258, -6.662292779852953e-05, 225.22786610096603
-0.0004372512710963715, -0.00013964846059190322, -6.661779667520469e-05, 228.46382222467943
-0.000441427155084341, -0.0001406940098547755, -6.661703189485974e-05, 231.69919643245777
-0.0004454925386953388, -0.00014165223880254063, -6.661576806923572e-05, 234.93405128633145
-0.0004486226097849064, -0.00014252441766103403, -6.661392107268002e-05, 238.1684406521655
-0.0004473475604769554, -0.00014331013386245647, -6.661194313500873e-05, 241.40241226833135
-0.00044622271495814886, -0.00014400796045177004, -6.661076154607093e-05, 244.63600764065797
-0.00044523019596306177, -0.00014461614910020552, -6.660953869676647e-05, 247.869263455137
-0.00044435290157172306, -0.00014513291876495536, -6.660834750903122e-05, 251.10221287959118
-0.0004435745624126071, -0.00014555664419434194, -6.660723171456918e-05, 254.33488587275963
-0.00044287961293848065, -0.00014588598712478843, -6.66062180934169e-05, 257.5673095249721
-0.00044225308341032594, -0.00014611997605267673, -6.660532386829413e-05, 260.79950830008886
-0.00044168050770152076, -0.00014625805243844, -6.660456107280416e-05, 264.0315041999707
-0.0004411478429099764, -0.0001463000945853914, -6.660393904024502e-05, 267.2633168669746
-0.00044064139715084994, -0.00014624642624890368, -6.660346575082521e-05, 270.49496363564725
-0.00044369235743852965, -0.00014609780266092488, -6.660288953787633e-05, 273.7264968683886
-0.00044603310507314764, -0.0001561477847053414, -6.658642597886719e-05, 276.97877169112184
-0.00044753104981447344, -0.00017147216483508995, -6.657940707831787e-05, 280.2419628515785
-0.00044900048560976254, -0.0001824769557107516, -6.657454189904627e-05, 283.49666289274484
-0.0004504379486623782, -0.00019090531304428865, -6.657127060064397e-05, 286.7463585345756
-0.00045183930092790954, -0.0001976358502548442, -6.656888500198264e-05, 289.99281682495473
-0.00045320028019383803, -0.00020316342842031753, -6.6566852335595e-05, 293.23703786078784
-0.00045451672573068537, -0.0002077924997693627, -6.656489767572528e-05, 296.4796379721146
-0.0004557846809365498, -0.00021172355219505477, -6.656293746716557e-05, 299.72102159484297
